
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	. C0_util_param_latency_1s_2s_0_0s_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_param_latency_3s_2s_0_0s, 6, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_util_sync_1s_0_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_flops_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_util_sync_1s_0_0_0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_flops_0_43, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. C0_util_sync_bus_16s_0_1024s, 34, 31, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_flops_0_36, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_toggle_pos_0s, 4, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_39, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. C0_util_sync_toggle_pos_0s_1, 5, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_40, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. C0_util_sync_flops_0_42, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. C0_util_sync_reset_2, 2, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	.	. C0_util_sync_flops_0_5, 2, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. DDR3_0_DDRPHY_BLK, 2188, 2759, 1042, 0, 0, 0, 14, 6, 43
.	.	.	. COREDDR_TIP_Z65_layer1, 2188, 2759, 1042, 0, 0, 0, 14, 1, 0
.	.	.	.	. COREDDR_TIP_INT_Z64_layer1, 2188, 2759, 1042, 0, 0, 0, 14, 1, 0
.	.	.	.	.	. LANE_ALIGNMENT_2s_2s_3s_7s, 18, 21, 0, 0, 0, 0, 12, 0, 0
.	.	.	.	.	.	. FIFO_BLK_3s_2s, 6, 18, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. ram_simple_dp_3s_64s_2s_2s, 0, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	. FIFO_BLK_3s_2s_0, 6, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	.	. ram_simple_dp_3s_64s_2s_2s_0, 0, 0, 0, 0, 0, 0, 6, 0, 0
.	.	.	.	.	.	. LANE_CTRL_2s_1s, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. TIP_CTRL_BLK_Z63_layer1, 2060, 2637, 1019, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	. LEVELLING_2s_8_8_8_8_8_8_8_8_8, 1191, 1637, 605, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. DELAY_CTRL_8s_1s, 10, 7, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. DELAY_CTRL_8s_1s_1, 10, 7, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. IOG_IF_2s_18s_0_1, 56, 51, 9, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. APB_IOG_CTRL_SM, 26, 15, 9, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. RDLVL_2s_8_8_8_8_8_8_8_8_8, 996, 1453, 552, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. RDLVL_SMS_2s_8_8_8_8_8_8_8_8_8, 996, 1453, 552, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. RDLVL_TRAIN, 498, 718, 280, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. dq_align_dqs_optimization_1, 237, 320, 223, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. gate_training_1, 261, 397, 57, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. RDLVL_TRAIN_1, 498, 735, 272, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. dq_align_dqs_optimization_1_0, 237, 336, 215, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	.	. gate_training_1_0, 261, 399, 57, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. TRN_COMPLETE_Z61_layer1, 10, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. VREF_TR_2s, 5, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. WRLVL_2s, 104, 88, 28, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. WRLVL_BOT, 52, 43, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. WRLVL_BOT_1, 52, 45, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. PHY_SIG_MOD_2s_2s, 274, 458, 180, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. TRN_CLK_2s_1s_0s_1s_2s_3s_4s, 341, 373, 194, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_4, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4_0, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s_0, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_5, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4_1, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s_1, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_6, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4_2, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s_2, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. flag_generator_1s_7, 6, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. data_transition_detector_1s_4_3, 3, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. noisy_data_detector_1s_3, 3, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. trn_bclksclk, 50, 49, 19, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. trn_cmd_addr, 99, 105, 61, 0, 0, 0, 2, 0, 0
.	.	.	.	.	.	.	. trn_dqsw, 78, 101, 57, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. trn_dqsw_1, 78, 98, 57, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. ddr4_vref, 4, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. write_callibrator_Z62_layer1, 78, 148, 40, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. ddr_init_iterator, 29, 18, 23, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_A_11_0_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 12
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_A_12_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_A_13_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_A_14_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_A_15_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_BA_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 3
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_BCLK_TRAINING_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_CAS_N_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_CKE_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_CS_N_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_ODT_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_RAS_N_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_REF_CLK_TRAINING_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_RESET_N_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_IOD_WE_N_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 1
.	.	.	. DDR3_0_DDRPHY_BLK_LANECTRL_ADDR_CMD_0_PF_LANECTRL, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. DDR3_0_DDRPHY_BLK_LANECTRL_ADDR_CMD_0_PF_LANECTRL_PAUSE_SYNC_0, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_0_CTRL_PF_LANECTRL, 0, 0, 0, 0, 0, 0, 0, 2, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_0_IOD_DM_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_0_IOD_DQSW_TRAINING_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_0_IOD_DQS_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_0_IOD_DQ_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 8
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_0_IOD_READ_TRAINING_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_1_CTRL_PF_LANECTRL, 0, 0, 0, 0, 0, 0, 0, 2, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_1_IOD_DM_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_1_IOD_DQSW_TRAINING_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_1_IOD_DQS_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_1_IOD_DQ_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 8
.	.	.	. DDR3_0_DDRPHY_BLK_LANE_1_IOD_READ_TRAINING_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. DDR3_0_DLL_0_PF_CCC, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	. INIT_Monitor, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. INIT_Monitor_INIT_Monitor_0_PF_INIT_MONITOR, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	. LSRAM, 261, 270, 64, 0, 0, 32, 0, 0, 0
.	.	. LSRAM_COREAXI4SRAM_0_COREAXI4SRAM_Z5_layer1, 261, 262, 64, 0, 0, 0, 0, 0, 0
.	.	.	. LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_MAINCTRL_Z4_layer1, 253, 262, 64, 0, 0, 0, 0, 0, 0
.	.	.	. LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_SLVIF_64s_32s_1s_1s_1s_8192s_1s_5s, 8, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. LSRAM_PF_TPSRAM_AHB_AXI_0_PF_TPSRAM, 0, 8, 0, 0, 0, 32, 0, 0, 0
.	. MiV_AXI, 9238, 10506, 3078, 0, 2, 10, 6, 0, 0
.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_32768_0_1s_6s_4294967289s, 9238, 10506, 3078, 0, 2, 10, 6, 0, 0
.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ROCKET_SYSTEM, 9238, 10506, 3078, 0, 2, 10, 6, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_AXI4BUFFER, 471, 266, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_29_0, 149, 81, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_30_1_0, 15, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_32_0, 145, 79, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_33, 81, 47, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_33_0, 81, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_AXI4BUFFER_BUFFER, 479, 275, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_28, 85, 51, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_28_0, 85, 50, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_29, 149, 81, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_30_1, 15, 15, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_32, 145, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_AXI4DEINTERLEAVER, 3099, 443, 1891, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_48, 615, 20, 380, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_48_0, 615, 22, 378, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_48_1, 615, 21, 378, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_48_2, 615, 20, 378, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_48_3, 615, 21, 375, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_AXI4USER_YANKER, 86, 104, 12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_10, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_11, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_12, 7, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_13, 7, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_14, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_7, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_8, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_9, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_22_4, 15, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_22_5, 15, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_AXI4USER_YANKER_YANK, 86, 149, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18, 7, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_0, 7, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_1, 7, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_2, 7, 3, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_3, 7, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_4, 7, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_5, 7, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_18_6, 7, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_22, 15, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_22_3, 15, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_COREPLEX_LOCAL_INTERRUPTER_CLINT, 129, 241, 192, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_DEBUG_TRANSPORT_MODULE_JTAG, 166, 149, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_CAPTURE_CHAIN, 32, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_CAPTURE_UPDATE_CHAIN, 32, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_CAPTURE_UPDATE_CHAIN_1, 41, 88, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_JTAG_BYPASS_CHAIN, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_JTAG_TAP_CONTROLLER, 15, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_CAPTURE_UPDATE_CHAIN_2, 5, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_JTAG_STATE_MACHINE, 4, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W4_I15, 4, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_0, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_1, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_2, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_NEGATIVE_EDGE_LATCH_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_NEGATIVE_EDGE_LATCH_2, 5, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_INT_SYNC_CROSSING_SOURCE_2, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_21_29, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_32, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W2_I0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_32_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_32_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_PERIPHERY_BUS_PBUS, 469, 935, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_TLATOMIC_AUTOMATA_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 123, 382, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_TLBUFFER_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 226, 124, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_0_0, 145, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_QUEUE_1_0, 81, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_TLFRAGMENTER_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 111, 200, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_REPEATER_1_0, 24, 19, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_REPEATER_1_1, 34, 32, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_REPEATER_3, 20, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_TLXBAR_PERIPHERY_BUS, 9, 229, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_RESET_CATCH_AND_SYNC_D3_1, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_SYNCHRONIZER_SHIFT_REG_W1_D3_I0_8_5, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_1_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_38_10_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_2_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_3, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_VEC_W1_I0_3_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MiV_AXI_MiV_AXI_0_MIV_RV32IMA_L1_AXI_ASYNC_RESET_REG_38_8_5, 1, 0, 0, 0, 0, 0, 0, 0, 0
